Volts,Energy Used
423.66138,21315449.2863877
423.43092,21324950.3304872
423.315,21334508.6053167
423.20184,21344095.7634812
423.08592,21353684.8024957
422.97276,21363296.1642796
422.73264,21372903.3263177
422.61672,21382485.8941311
422.50218,21392050.8212619
422.38764,21401748.3859629
422.26344,21412087.79908
422.0316,21421452.0663392
421.91706,21430946.1335296
421.79148,21440317.4322373
421.67694,21450228.4702516
421.55136,21459605.6251509
421.31124,21469597.3123159
421.18704,21478591.1612903
421.06008,21488833.2874136
420.93588,21497724.9454564
420.81996,21507761.740924
420.57018,21516966.8259356
420.44598,21527173.3866779
420.31902,21536118.0784284
420.19482,21545669.7112171
420.06924,21555361.9764238
419.94504,21564953.417923
419.68284,21574594.5665355
419.55726,21584546.0645239
419.43306,21593909.4415893
419.3061,21603868.8391174
419.04528,21613332.7277998
418.92108,21622629.4812092
418.78446,21632098.0435157
418.66026,21642249.3648066
416.38326,21706551.339557
416.57094,21716485.1365505
416.61372,21725871.8649799
416.58198,21735845.1809886
416.44674,21744951.6050557
416.35152,21755241.590654
416.2494,21764564.134531
416.14314,21774542.3556509
416.02722,21783928.8879542
415.7871,21793606.0038019
415.6629,21802690.3835278
415.53732,21812952.2097694
415.41312,21821954.7920145
415.2765,21831494.5896423
415.14126,21841073.527183
414.8694,21850935.749588
414.73554,21860464.2554196
414.58788,21870103.4141103
414.45264,21879671.6882037
414.17112,21889794.3199592
414.02346,21899195.0886923
413.88822,21908936.8100178
413.74332,21918281.224243
413.59566,21927766.8074294
413.45076,21937335.23476
413.1582,21946947.6385855
413.01192,21956348.5767825
412.86564,21966184.0131598
412.71936,21975690.9644411
412.5717,21985452.4083379
412.27914,21994811.3714383
412.13424,22004723.5809313
411.9783,22013994.5444628
411.83064,22024313.8236438
411.68574,22033190.5280851
411.38214,22043213.1588476
411.23724,22052949.1808916
411.07992,22062636.8193785
410.92398,22072055.1155703
410.77632,22081379.3860038
410.46444,22090793.4244098
410.31678,22100349.4390832
410.16084,22110098.1412003
410.0049,22119828.9175254
409.84758,22129344.585991
409.54398,22138848.5870543
409.38804,22148502.2907001
409.2321,22158225.9091878
409.07478,22168191.9344827
408.91884,22177577.2662636
408.60558,22187364.9287826
408.44964,22196686.7579003
408.28128,22206155.1345977
408.12534,22215936.1258822
407.9694,22225343.5719392
407.6451,22234951.8708819
407.48916,22244586.7152721
407.3208,22254399.1339242
407.16486,22263943.8989777
407.00754,22273442.1957891
406.68462,22283015.3993256
406.51626,22293339.2020159
406.34928,22302752.5687644
406.19472,22312107.1559723
406.02498,22322046.7876416
405.6924,22331408.4223701
405.52404,22340845.1257578
405.3681,22350511.2610299
405.2025,22359858.9651138
405.03414,22369484.7321074
404.70156,22379117.0694513
404.5332,22388705.8381392
404.36622,22398357.323125
404.18958,22407929.8690891
404.02122,22417473.8406471
403.68864,22427052.5750356
403.52028,22436730.8352893
403.3533,22446341.7045519
403.17666,22456180.3399444
403.0083,22465532.0593068
402.66468,22475681.3537883
402.49632,22484857.0054288
402.31968,22495365.4977288
402.1527,22504164.5611935
401.97606,22514087.3030955
401.79804,22523037.8695025
401.45442,22532731.3920504
401.27502,22542218.1171159
401.10942,22551867.3508226
400.9314,22561551.9260183
400.75338,22571060.0721119
400.39872,22580602.7298947
400.22208,22590254.8712947
400.04268,22599988.3921798
399.86604,22610441.8282888
399.6894,22619107.1385097
399.33336,22629169.4582428
399.15672,22638404.5918953
398.96904,22648971.7178037
398.79102,22658011.6449576
398.613,22667563.034201
398.2473,22676720.39016
398.05962,22686858.669724
397.88298,22696040.4044018
397.6953,22705840.4886696
397.50624,22715080.9415031
397.14192,22725143.855684
396.95424,22734270.172562
396.76518,22744185.6681213
396.5775,22753511.6172745
396.38982,22763759.3036338
396.01308,22772918.3761776
395.8254,22782604.4445346
395.62806,22792247.5987087
395.44038,22801652.806234
395.25132,22811084.369455
394.86492,22820667.9931471
394.66758,22830336.5264568
394.46886,22839888.8766378
394.2798,22849430.1020422
394.08246,22859058.9010213
393.6864,22868778.8943662
393.4863,22878380.0060464
393.28758,22887840.2595998
393.0792,22897487.6742485
392.88186,22907800.631639
392.47338,22917082.3608076
392.27604,22926403.1366715
392.06628,22936267.4133439
391.8579,22945739.6910756
391.66056,22955127.032555
391.45218,22964658.0690775
391.03266,22974257.3738844
390.82428,22983978.4236833
390.60486,22993554.1413316
390.39648,23003024.0426194
390.17844,23012688.8814405
389.74788,23022305.9701653
389.52984,23031915.8343519
389.31042,23041439.0391618
389.08134,23051097.6976673
388.6425,23061100.7904989
388.42446,23070371.1751794
388.194,23080276.3086983
387.96354,23089719.003942
387.73308,23099148.3061648
387.504,23108730.2963037
387.04446,23118238.4938215
386.80434,23127827.2801381
386.57526,23137658.3149451
386.33514,23147188.3036819
386.09502,23156728.3721275
385.61478,23166320.3077682
385.37466,23176018.2750524
385.12488,23185598.2619225
384.88476,23195163.572119
384.6336,23205254.2829023
384.13266,23214614.5909421
383.87184,23224196.5937069
383.61102,23233566.6309153
383.35986,23243421.2677048
383.09904,23252906.0968039
382.57602,23262354.6676536
382.3152,23272009.2137202
382.04334,23281654.0264631
381.77148,23291040.8109887
381.501,23301095.1766003
380.95728,23310328.6748106
380.67714,23320411.231468
380.39424,23329626.3898802
380.10168,23339431.8248971
379.82016,23348778.8746833
379.2447,23359281.9644045
378.95214,23368545.7827714
378.6513,23378100.802053
378.35874,23387617.2358419
378.05514,23397236.4473035
377.43828,23406502.7062402
377.13744,23416160.34696
376.81314,23425648.935196
376.49988,23435248.4288384
376.18524,23444956.0971007
375.5394,23454490.7811557
375.2151,23463957.7344771
374.88252,23473581.0964063
374.54718,23483285.5477724
374.20218,23492822.1940662
373.51356,23502750.118007
373.16994,23512112.1939271
372.8139,23522108.9694885
372.45786,23531486.4930147
372.10458,23540860.6373651
371.73888,23550480.793856
370.99782,23560172.0933754
370.62246,23569751.4268727
370.23468,23579344.674373
369.8607,23588846.1539116
369.46188,23598614.8704928
368.66838,23608290.6838905
368.27232,23618460.2362902
367.8666,23627766.3292552
367.44708,23637070.5723896
367.03032,23646920.3338621
366.17334,23656421.8495264
365.74554,23665744.3406356
365.30808,23675327.9635087
364.85958,23684890.8187107
364.40832,23694794.9998727
363.47958,23704243.0863206
363.01038,23713734.1687683
362.53014,23723388.3210108
362.0499,23733058.3188003
361.54896,23742717.1127255
360.54708,23752178.6385794
360.0351,23762144.1169935
359.51208,23771708.6756121
358.9794,23781435.8709534
358.43706,23790720.8555041
357.33168,23800307.5309781
356.75622,23809935.491591
356.18076,23819583.2964432
355.58736,23829133.2077611
354.9912,23838754.8421012
353.7492,23848327.1014072
353.11302,23858085.3122301
352.46442,23867642.9365902
351.80754,23877138.2135671
351.1272,23886801.2204522
349.7403,23896298.0814127
349.01994,23906216.0796603
348.27888,23915742.5800241
347.52678,23925553.9130165
346.76502,23934860.0839021
345.16698,23944418.0355249
344.34312,23954080.2211968
